# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Feb 20 06:17:05 2020
#
# User preference: *
#
# CONSTRAINT:  where (koi_score not null)
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_vet_stat:   Vetting Status
# COLUMN koi_vet_date:   Date of Last Parameter Update
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_disp_prov:  Disposition Provenance
# COLUMN koi_comment:    Comment
# COLUMN koi_max_sngle_ev: Maximum Single Event Statistic
# COLUMN koi_max_mult_ev: Maximum Multiple Event Statistic
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_count:      Number of Planets
# COLUMN koi_num_transits: Number of Transits
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_quarters:   Quarters
# COLUMN koi_bin_oedp_sig: Odd-Even Depth Comparision Statistic
# COLUMN koi_trans_mod:  Transit Model
# COLUMN koi_model_dof:  Degrees of Freedom
# COLUMN koi_model_chisq: Chi-Square
# COLUMN koi_datalink_dvr: Link to DV Report
# COLUMN koi_datalink_dvs: Link to DV Summary
#
kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs
9171801,K00933.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,1,1,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---DEEP_V_SHAPED---HAS_SEC_TCE---CENT_RESOLVED_OFFSET---HALO_GHOST,6.4566970,29.9340760,37.20,1,179,1,q1_q17_dr25_tce,01000100110011001000000000000000,0.92950,Mandel and Agol (2002 ApJ 580 171),,,009/009171/009171801/dv/kplr009171801-20160209194854_dvr.pdf,009/009171/009171801/dv/kplr009171801-001-20160209194854_dvs.pdf
9334289,K00934.01,Kepler-254 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,7.5005593,61.8578500,81.10,3,228,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.25000,Mandel and Agol (2002 ApJ 580 171),,,009/009334/009334289/dv/kplr009334289-20160209194854_dvr.pdf,009/009334/009334289/dv/kplr009334289-001-20160209194854_dvs.pdf
9334289,K00934.02,Kepler-254 c,CONFIRMED,Done,2018-08-16,CANDIDATE,0.9980,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.6233582,18.3288040,25.60,3,106,3,q1_q17_dr25_tce,11111111111111111000000000000000,0.68220,Mandel and Agol (2002 ApJ 580 171),,,009/009334/009334289/dv/kplr009334289-20160209194854_dvr.pdf,009/009334/009334289/dv/kplr009334289-003-20160209194854_dvs.pdf
9334289,K00934.03,Kepler-254 d,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.9695790,19.4902820,26.70,3,67,2,q1_q17_dr25_tce,11111111111111111000000000000000,0.18360,Mandel and Agol (2002 ApJ 580 171),,,009/009334/009334289/dv/kplr009334289-20160209194854_dvr.pdf,009/009334/009334289/dv/kplr009334289-002-20160209194854_dvs.pdf
9347899,K00935.01,Kepler-31 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,16.6631430,94.8957000,117.00,4,67,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.35280,Mandel and Agol (2002 ApJ 580 171),,,009/009347/009347899/dv/kplr009347899-20160209194854_dvr.pdf,009/009347/009347899/dv/kplr009347899-001-20160209194854_dvs.pdf
9347899,K00935.02,Kepler-31 c,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,15.8465360,62.2963030,78.70,4,32,2,q1_q17_dr25_tce,11111111111111111000000000000000,0.84780,Mandel and Agol (2002 ApJ 580 171),,,009/009347/009347899/dv/kplr009347899-20160209194854_dvr.pdf,009/009347/009347899/dv/kplr009347899-002-20160209194854_dvs.pdf
9347899,K00935.03,Kepler-31 d,CONFIRMED,Done,2018-08-16,CANDIDATE,0.9730,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,10.9506900,28.8019070,37.50,4,14,3,q1_q17_dr25_tce,11111111111111111000000000000000,0.18880,Mandel and Agol (2002 ApJ 580 171),,,009/009347/009347899/dv/kplr009347899-20160209194854_dvr.pdf,009/009347/009347899/dv/kplr009347899-003-20160209194854_dvs.pdf
9347899,K00935.04,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.9750,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,2.9420934,7.8495355,18.20,4,137,4,q1_q17_dr25_tce,11111111111111111000000000000000,0.87160,Mandel and Agol (2002 ApJ 580 171),,,009/009347/009347899/dv/kplr009347899-20160209194854_dvr.pdf,009/009347/009347899/dv/kplr009347899-004-20160209194854_dvs.pdf
9388479,K00936.01,Kepler-732 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.9530,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,17.6557400,110.0544200,124.70,2,145,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.08130,Mandel and Agol (2002 ApJ 580 171),,,009/009388/009388479/dv/kplr009388479-20160209194854_dvr.pdf,009/009388/009388479/dv/kplr009388479-001-20160209194854_dvs.pdf
9388479,K00936.02,Kepler-732 c,CONFIRMED,Done,2018-08-16,CANDIDATE,0.7040,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,6.1433687,45.2309150,87.80,2,1452,2,q1_q17_dr25_tce,11111111111111111000000000000000,0.58780,Mandel and Agol (2002 ApJ 580 171),,,009/009388/009388479/dv/kplr009388479-20160209194854_dvr.pdf,009/009388/009388479/dv/kplr009388479-002-20160209194854_dvs.pdf
11359879,K00128.01,Kepler-15 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.9960,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,161.1940900,1927.6256000,2040.70,1,274,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.54080,Mandel and Agol (2002 ApJ 580 171),,,011/011359/011359879/dv/kplr011359879-20160209194854_dvr.pdf,011/011359/011359879/dv/kplr011359879-001-20160209194854_dvs.pdf
9406990,K00937.01,Kepler-733 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,7.7942076,38.2106600,45.10,1,66,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.86930,Mandel and Agol (2002 ApJ 580 171),,,009/009406/009406990/dv/kplr009406990-20160209194854_dvr.pdf,009/009406/009406990/dv/kplr009406990-001-20160209194854_dvs.pdf
9415172,K00938.01,Kepler-255 c,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,6.3994412,42.5542900,51.00,3,131,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.95970,Mandel and Agol (2002 ApJ 580 171),,,009/009415/009415172/dv/kplr009415172-20160209194854_dvr.pdf,009/009415/009415172/dv/kplr009415172-001-20160209194854_dvs.pdf
9415172,K00938.02,Kepler-255 d,CONFIRMED,Done,2018-08-16,CANDIDATE,0.9980,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,4.2602650,20.1716210,25.30,3,1233,2,q1_q17_dr25_tce,11111111111111111000000000000000,0.69060,Mandel and Agol (2002 ApJ 580 171),,,009/009415/009415172/dv/kplr009415172-20160209194854_dvr.pdf,009/009415/009415172/dv/kplr009415172-002-20160209194854_dvs.pdf
9415172,K00938.03,Kepler-255 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.9490,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,3.0884800,12.9695760,16.70,3,192,3,q1_q17_dr25_tce,11111111111111111000000000000000,0.60840,Mandel and Agol (2002 ApJ 580 171),,,009/009415/009415172/dv/kplr009415172-20160209194854_dvr.pdf,009/009415/009415172/dv/kplr009415172-003-20160209194854_dvs.pdf
9904059,K00145.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1.0000,0,1,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,14.3843490,39.4802550,86.10,1,10,1,q1_q17_dr25_tce,11111101110111011000000000000000,0.73130,Mandel and Agol (2002 ApJ 580 171),,,009/009904/009904059/dv/kplr009904059-20160209194854_dvr.pdf,009/009904/009904059/dv/kplr009904059-001-20160209194854_dvs.pdf
3231341,K01102.02,Kepler-24 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.6627880,24.3469120,32.20,4,159,2,q1_q17_dr25_tce,11111111111111111000000000000000,0.65460,Mandel and Agol (2002 ApJ 580 171),,,003/003231/003231341/dv/kplr003231341-20160209194854_dvr.pdf,003/003231/003231341/dv/kplr003231341-002-20160209194854_dvs.pdf
3231341,K01102.03,Kepler-24 e,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.7622185,15.2312140,16.90,4,68,3,q1_q17_dr25_tce,11111111111111111000000000000000,0.37420,Mandel and Agol (2002 ApJ 580 171),,,003/003231/003231341/dv/kplr003231341-20160209194854_dvr.pdf,003/003231/003231341/dv/kplr003231341-003-20160209194854_dvs.pdf
3231341,K01102.04,Kepler-24 d,CONFIRMED,Done,2018-08-16,CANDIDATE,0.9990,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,2.9243543,12.1860460,15.10,4,269,5,q1_q17_dr25_tce,11111111111111111000000000000000,0.94330,Mandel and Agol (2002 ApJ 580 171),,,003/003231/003231341/dv/kplr003231341-20160209194854_dvr.pdf,003/003231/003231341/dv/kplr003231341-005-20160209194854_dvs.pdf
2860866,K01103.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,18.7997040,49.1015000,57.90,1,13,1,q1_q17_dr25_tce,00011111111111111000000000000000,0.00000,Mandel and Agol (2002 ApJ 580 171),,,002/002860/002860866/dv/kplr002860866-20160209194854_dvr.pdf,002/002860/002860866/dv/kplr002860866-001-20160209194854_dvs.pdf
7626506,K00150.02,Kepler-112 c,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,18.8667090,87.1211400,97.10,2,46,2,q1_q17_dr25_tce,11111111111111111000000000000000,0.06140,Mandel and Agol (2002 ApJ 580 171),,,007/007626/007626506/dv/kplr007626506-20160209194854_dvr.pdf,007/007626/007626506/dv/kplr007626506-002-20160209194854_dvs.pdf
10319385,K01169.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.6458826,22.9141940,93.40,1,1945,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.84800,Mandel and Agol (2002 ApJ 580 171),,,010/010319/010319385/dv/kplr010319385-20160209194854_dvr.pdf,010/010319/010319385/dv/kplr010319385-001-20160209194854_dvs.pdf
10482160,K01170.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.9650,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.9903307,25.5759400,32.20,1,144,1,q1_q17_dr25_tce,11111101110111011000000000000000,0.99060,Mandel and Agol (2002 ApJ 580 171),,,010/010482/010482160/dv/kplr010482160-20160209194854_dvr.pdf,010/010482/010482160/dv/kplr010482160-001-20160209194854_dvs.pdf
3233043,K00966.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE,18.9654030,37.2434920,458.60,2,1765,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.90470,Mandel and Agol (2002 ApJ 580 171),,,003/003233/003233043/dv/kplr003233043-20160209194854_dvr.pdf,003/003233/003233043/dv/kplr003233043-001-20160209194854_dvs.pdf
6579806,K00967.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---DEEP_V_SHAPED---HAS_SEC_TCE,85.3856800,560.0515000,534.50,1,134,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.76710,Mandel and Agol (2002 ApJ 580 171),,,006/006579/006579806/dv/kplr006579806-20160209194854_dvr.pdf,006/006579/006579806/dv/kplr006579806-001-20160209194854_dvs.pdf
3560301,K00968.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,1,0,0,0,q1_q17_dr25_sup_koi,LPP_DV---MOD_NONUNIQ_DV---CENT_SATURATED,4.8018600,13.3856180,91.70,1,233,1,q1_q17_dr25_tce,11111011101110111000000000000000,0.67740,Mandel and Agol (2002 ApJ 580 171),,,003/003560/003560301/dv/kplr003560301-20160209194854_dvr.pdf,003/003560/003560301/dv/kplr003560301-001-20160209194854_dvs.pdf
4044005,K00969.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,1,0,0,q1_q17_dr25_sup_koi,DEEP_V_SHAPED,90.6245400,471.5507800,322.30,1,76,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.02040,Mandel and Agol (2002 ApJ 580 171),,,004/004044/004044005/dv/kplr004044005-20160209194854_dvr.pdf,004/004044/004044005/dv/kplr004044005-001-20160209194854_dvs.pdf
11502218,K00970.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.0000,0,0,0,0,q1_q17_dr25_sup_koi,PLANET_IN_STAR---MOD_SEC_ALT---HAS_SEC_TCE---CENT_SATURATED,8.7045000,52.5509500,37.10,1,335,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.76960,Mandel and Agol (2002 ApJ 580 171),,,011/011502/011502218/dv/kplr011502218-20160209194854_dvr.pdf,011/011502/011502218/dv/kplr011502218-001-20160209194854_dvs.pdf
11180361,K00971.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,PLANET_IN_STAR---CENT_SATURATED,22.8755200,13.4606730,179.60,1,2003,1,q1_q17_dr25_tce,11111110111011101000000000000000,0.63620,Mandel and Agol (2002 ApJ 580 171),,,011/011180/011180361/dv/kplr011180361-20160209194854_dvr.pdf,011/011180/011180361/dv/kplr011180361-001-20160209194854_dvs.pdf
5802246,K01044.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,1,1,0,q1_q17_dr25_sup_koi,MOD_SEC_ALT---CENT_RESOLVED_OFFSET---HALO_GHOST,6.0325017,17.7794190,116.10,1,2034,1,q1_q17_dr25_tce,11111011101110111000000000000000,1.00000,Mandel and Agol (2002 ApJ 580 171),,,005/005802/005802246/dv/kplr005802246-20160209194854_dvr.pdf,005/005802/005802246/dv/kplr005802246-001-20160209194854_dvs.pdf
6066403,K01045.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,0,1,1,q1_q17_dr25_sup_koi,CENT_RESOLVED_OFFSET---EPHEM_MATCH,11.4516790,51.9504500,140.60,1,1027,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.80320,Mandel and Agol (2002 ApJ 580 171),,,006/006066/006066403/dv/kplr006066403-20160209194854_dvr.pdf,006/006066/006066403/dv/kplr006066403-001-20160209194854_dvs.pdf
5988031,K01047.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,0,1,0,q1_q17_dr25_sup_koi,CENT_RESOLVED_OFFSET---HALO_GHOST,4.1919940,18.3042350,24.30,1,531,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.22300,Mandel and Agol (2002 ApJ 580 171),,,005/005988/005988031/dv/kplr005988031-20160209194854_dvr.pdf,005/005988/005988031/dv/kplr005988031-001-20160209194854_dvs.pdf
7684873,K00014.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE---CENT_SATURATED,31.1108000,318.7812000,62.30,1,454,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.17580,Mandel and Agol (2002 ApJ 580 171),,,007/007684/007684873/dv/kplr007684873-20160209194854_dvr.pdf,007/007684/007684873/dv/kplr007684873-001-20160209194854_dvs.pdf
8559644,K00139.01,Kepler-111 c,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,74.1452260,153.2058700,235.70,2,7,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.71420,Mandel and Agol (2002 ApJ 580 171),,,008/008559/008559644/dv/kplr008559644-20160209194854_dvr.pdf,008/008559/008559644/dv/kplr008559644-001-20160209194854_dvs.pdf
2851100,K01104.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,1,1,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE---CENT_RESOLVED_OFFSET,3.9005140,13.7651400,19.60,1,1503,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.98600,Mandel and Agol (2002 ApJ 580 171),,,002/002851/002851100/dv/kplr002851100-20160209194854_dvr.pdf,002/002851/002851100/dv/kplr002851100-001-20160209194854_dvs.pdf
3130300,K01105.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,0,1,0,q1_q17_dr25_sup_koi,CENT_RESOLVED_OFFSET---HALO_GHOST,5.7094226,18.7998300,22.20,1,188,1,q1_q17_dr25_tce,11111011101110111000000000000000,0.49490,Mandel and Agol (2002 ApJ 580 171),,,003/003130/003130300/dv/kplr003130300-20160209194854_dvr.pdf,003/003130/003130300/dv/kplr003130300-001-20160209194854_dvs.pdf
3240158,K01106.01,Kepler-769 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,5.4359290,32.0253200,37.50,3,180,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.90570,Mandel and Agol (2002 ApJ 580 171),,,003/003240/003240158/dv/kplr003240158-20160209194854_dvr.pdf,003/003240/003240158/dv/kplr003240158-001-20160209194854_dvs.pdf
3240158,K01106.02,Kepler-769 c,CONFIRMED,Done,2018-08-16,CANDIDATE,0.9890,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.5892227,9.3422165,10.90,3,79,2,q1_q17_dr25_tce,11111111111111111000000000000000,0.86300,Mandel and Agol (2002 ApJ 580 171),,,003/003240/003240158/dv/kplr003240158-20160209194854_dvr.pdf,003/003240/003240158/dv/kplr003240158-002-20160209194854_dvs.pdf
3228959,K01107.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,1,0,1,0,q1_q17_dr25_sup_koi,LPP_DV---CENT_RESOLVED_OFFSET---HALO_GHOST,3.7159493,13.2777030,37.50,1,1836,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.99360,Mandel and Agol (2002 ApJ 580 171),,,003/003228/003228959/dv/kplr003228959-20160209194854_dvr.pdf,003/003228/003228959/dv/kplr003228959-001-20160209194854_dvs.pdf
3218908,K01108.01,Kepler-770 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,6.7246757,33.4552400,41.00,3,72,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.75120,Mandel and Agol (2002 ApJ 580 171),,,003/003218/003218908/dv/kplr003218908-20160209194854_dvr.pdf,003/003218/003218908/dv/kplr003218908-001-20160209194854_dvs.pdf
10341913,K01172.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,1,0,1,1,q1_q17_dr25_sup_koi,LPP_DV---CENT_RESOLVED_OFFSET---HALO_GHOST---EPHEM_MATCH,3.3208306,11.5091930,136.30,1,1438,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.99940,Mandel and Agol (2002 ApJ 580 171),,,010/010341/010341913/dv/kplr010341913-20160209194854_dvr.pdf,010/010341/010341913/dv/kplr010341913-001-20160209194854_dvs.pdf
10480921,K01173.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,0,1,1,q1_q17_dr25_sup_koi,CENT_RESOLVED_OFFSET---EPHEM_MATCH,5.4095900,23.0551240,27.00,1,527,1,q1_q17_dr25_tce,11111101110111011000000000000000,0.15020,Mandel and Agol (2002 ApJ 580 171),,,010/010480/010480921/dv/kplr010480921-20160209194854_dvr.pdf,010/010480/010480921/dv/kplr010480921-001-20160209194854_dvs.pdf
10350571,K01175.01,Kepler-784 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.9940,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.6511550,12.9976010,25.50,3,34,2,q1_q17_dr25_tce,11111101110111011000000000000000,0.43230,Mandel and Agol (2002 ApJ 580 171),,,010/010350/010350571/dv/kplr010350571-20160209194854_dvr.pdf,010/010350/010350571/dv/kplr010350571-002-20160209194854_dvs.pdf
10350571,K01175.02,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.9970,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.4682977,13.0008800,23.60,3,61,1,q1_q17_dr25_tce,11111101110111011000000000000000,0.20310,Mandel and Agol (2002 ApJ 580 171),,,010/010350/010350571/dv/kplr010350571-20160209194854_dvr.pdf,010/010350/010350571/dv/kplr010350571-001-20160209194854_dvs.pdf
3749365,K01176.01,Kepler-785 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.9980,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,135.2331000,1466.5692000,1252.50,1,662,1,q1_q17_dr25_tce,01111111111111111000000000000000,0.04300,Mandel and Agol (2002 ApJ 580 171),,,003/003749/003749365/dv/kplr003749365-20160209194854_dvr.pdf,003/003749/003749365/dv/kplr003749365-001-20160209194854_dvs.pdf
11013201,K00972.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.6320,0,0,0,0,q1_q17_dr25_sup_koi,CENT_SATURATED,25.8808360,182.4097600,267.40,2,103,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.89050,Mandel and Agol (2002 ApJ 580 171),,,011/011013/011013201/dv/kplr011013201-20160209194854_dvr.pdf,011/011013/011013201/dv/kplr011013201-001-20160209194854_dvs.pdf
11673674,K00133.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,1,1,1,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE---SEASONAL_DEPTH_DV---SEASONAL_DEPTH_ALT---CENT_RESOLVED_OFFSET---HALO_GHOST---EPHEM_MATCH,79.8579560,746.4970000,270.10,1,287,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.01680,Mandel and Agol (2002 ApJ 580 171),,,011/011673/011673674/dv/kplr011673674-20160209194854_dvr.pdf,011/011673/011673674/dv/kplr011673674-001-20160209194854_dvs.pdf
11013201,K00972.02,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.0000,0,0,0,0,q1_q17_dr25_sup_koi,LPP_ALT---CENT_SATURATED,11.1187670,20.8829700,37.20,2,166,2,q1_q17_dr25_tce,11111111111111111000000000000000,0.88880,Mandel and Agol (2002 ApJ 580 171),,,011/011013/011013201/dv/kplr011013201-20160209194854_dvr.pdf,011/011013/011013201/dv/kplr011013201-002-20160209194854_dvs.pdf
9414417,K00974.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.9990,0,0,0,0,q1_q17_dr25_sup_koi,CENT_SATURATED,9.9834540,40.1187820,71.20,1,26,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.65070,Mandel and Agol (2002 ApJ 580 171),,,009/009414/009414417/dv/kplr009414417-20160209194854_dvr.pdf,009/009414/009414417/dv/kplr009414417-001-20160209194854_dvs.pdf
3632418,K00975.01,Kepler-21 A b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,CENT_SATURATED,12.4608020,47.5888370,53.60,1,486,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.39360,Mandel and Agol (2002 ApJ 580 171),,,003/003632/003632418/dv/kplr003632418-20160209194854_dvr.pdf,003/003632/003632418/dv/kplr003632418-001-20160209194854_dvs.pdf
3441784,K00976.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,1,0,0,q1_q17_dr25_sup_koi,DEEP_V_SHAPED---CENT_SATURATED,122.1874200,536.9760000,184.30,1,27,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.36590,Mandel and Agol (2002 ApJ 580 171),,,003/003441/003441784/dv/kplr003441784-20160209194854_dvr.pdf,003/003441/003441784/dv/kplr003441784-001-20160209194854_dvs.pdf
5820218,K01048.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,0,1,0,q1_q17_dr25_sup_koi,CENT_UNRESOLVED_OFFSET,5.0324354,30.4081230,35.60,1,398,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.21070,Mandel and Agol (2002 ApJ 580 171),,,005/005820/005820218/dv/kplr005820218-20160209194854_dvr.pdf,005/005820/005820218/dv/kplr005820218-001-20160209194854_dvs.pdf
5876368,K01049.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,1,1,1,q1_q17_dr25_sup_koi,MOD_ODDEVEN_DV---CENT_RESOLVED_OFFSET---EPHEM_MATCH,4.3727827,31.0502700,63.60,1,2543,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.00000,Mandel and Agol (2002 ApJ 580 171),,,005/005876/005876368/dv/kplr005876368-20160209194854_dvr.pdf,005/005876/005876368/dv/kplr005876368-001-20160209194854_dvs.pdf
5809890,K01050.01,Kepler-755 A b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.9489460,38.5088650,73.50,2,1061,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.64210,Mandel and Agol (2002 ApJ 580 171),,,005/005809/005809890/dv/kplr005809890-20160209194854_dvr.pdf,005/005809/005809890/dv/kplr005809890-001-20160209194854_dvs.pdf
